HomeTeam,AwayTeam,Referee,BWH,BWD,BWA,Avg<2.5,Avg>2.5,Day_of_year,Day_of_week,Month,Year,Season
Man United,Southampton,A Taylor,1.48,4.33,8.0,1.86,1.94,232,Friday,8,2016,2016/2017
Burnley,Liverpool,L Mason,6.5,4.0,1.55,1.93,1.86,233,Saturday,8,2016,2016/2017
Leicester,Arsenal,M Clattenburg,2.75,3.6,2.45,2.16,1.69,233,Saturday,8,2016,2016/2017
Stoke,Man City,M Dean,5.25,3.8,1.67,2.05,1.76,233,Saturday,8,2016,2016/2017
Swansea,Hull,S Attwell,1.75,3.6,5.0,1.64,2.23,233,Saturday,8,2016,2016/2017
Tottenham,Crystal Palace,M Oliver,1.44,4.5,7.75,2.04,1.77,233,Saturday,8,2016,2016/2017
Watford,Chelsea,J Moss,5.5,3.7,1.67,1.74,2.08,233,Saturday,8,2016,2016/2017
West Brom,Everton,N Swarbrick,2.95,3.1,2.55,1.57,2.38,233,Saturday,8,2016,2016/2017
Sunderland,Middlesbrough,M Atkinson,2.5,3.1,3.1,1.57,2.38,234,Sunday,8,2016,2016/2017
West Ham,Bournemouth,C Pawson,1.91,3.6,4.0,2.02,1.78,234,Sunday,8,2016,2016/2017
Chelsea,Burnley,M Clattenburg,1.25,6.0,12.0,2.09,1.72,240,Saturday,8,2016,2016/2017
Crystal Palace,Bournemouth,M Dean,2.35,3.2,3.2,1.68,2.16,240,Saturday,8,2016,2016/2017
Everton,Stoke,M Oliver,1.72,3.75,5.0,1.82,1.96,240,Saturday,8,2016,2016/2017
Hull,Man United,J Moss,7.0,4.5,1.45,1.81,1.98,240,Saturday,8,2016,2016/2017
Leicester,Swansea,R East,1.72,3.75,5.0,1.74,2.07,240,Saturday,8,2016,2016/2017
Southampton,Sunderland,L Mason,1.6,3.9,6.0,1.73,2.08,240,Saturday,8,2016,2016/2017
Tottenham,Liverpool,R Madley,2.4,3.5,2.9,2.05,1.75,240,Saturday,8,2016,2016/2017
Watford,Arsenal,K Friend,5.0,3.75,1.72,1.87,1.91,240,Saturday,8,2016,2016/2017
Man City,West Ham,A Marriner,1.28,6.0,10.0,2.57,1.49,241,Sunday,8,2016,2016/2017
West Brom,Middlesbrough,A Taylor,2.5,3.1,3.1,1.49,2.57,241,Sunday,8,2016,2016/2017
Arsenal,Southampton,R Madley,1.55,4.2,6.0,2.02,1.79,283,Sunday,9,2016,2016/2017
Bournemouth,West Brom,K Friend,2.0,3.3,4.0,1.56,2.38,283,Sunday,9,2016,2016/2017
Burnley,Hull,P Tierney,2.4,3.1,3.2,1.55,2.41,283,Sunday,9,2016,2016/2017
Liverpool,Leicester,C Pawson,1.67,4.0,5.5,2.07,1.75,283,Sunday,9,2016,2016/2017
Man United,Man City,M Clattenburg,2.3,3.3,3.5,1.73,2.09,283,Sunday,9,2016,2016/2017
Middlesbrough,Crystal Palace,N Swarbrick,2.2,3.2,3.5,1.52,2.48,283,Sunday,9,2016,2016/2017
Stoke,Tottenham,A Taylor,4.6,3.6,1.8,1.85,1.94,283,Sunday,9,2016,2016/2017
West Ham,Watford,M Atkinson,1.83,3.5,4.5,1.81,1.99,283,Sunday,9,2016,2016/2017
Swansea,Chelsea,A Marriner,5.75,4.0,1.65,1.98,1.82,314,Wednesday,9,2016,2016/2017
Sunderland,Everton,M Jones,3.8,3.5,2.1,1.81,1.97,344,Friday,9,2016,2016/2017
Chelsea,Liverpool,M Atkinson,2.25,3.5,3.3,2.1,1.73,260,Friday,9,2016,2016/2017
Everton,Middlesbrough,L Mason,1.65,3.8,5.5,1.81,1.99,261,Saturday,9,2016,2016/2017
Hull,Arsenal,R East,6.0,4.0,1.57,1.92,1.87,261,Saturday,9,2016,2016/2017
Leicester,Burnley,A Taylor,1.53,4.1,6.5,1.94,1.85,261,Saturday,9,2016,2016/2017
Man City,Bournemouth,J Moss,1.26,6.25,10.0,2.59,1.48,261,Saturday,9,2016,2016/2017
West Brom,West Ham,M Clattenburg,2.75,3.1,2.75,1.66,2.21,261,Saturday,9,2016,2016/2017
Crystal Palace,Stoke,C Pawson,2.0,3.4,3.9,1.69,2.14,262,Sunday,9,2016,2016/2017
Southampton,Swansea,M Jones,1.65,3.6,5.25,1.79,2.01,262,Sunday,9,2016,2016/2017
Tottenham,Sunderland,M Dean,1.28,5.5,9.25,2.2,1.66,262,Sunday,9,2016,2016/2017
Watford,Man United,M Oliver,5.5,4.0,1.62,1.91,1.88,262,Sunday,9,2016,2016/2017
Arsenal,Chelsea,M Oliver,2.4,3.4,3.1,2.06,1.76,268,Saturday,9,2016,2016/2017
Bournemouth,Everton,R Madley,3.6,3.4,2.1,1.88,1.91,268,Saturday,9,2016,2016/2017
Liverpool,Hull,A Marriner,1.22,6.5,13.0,2.44,1.54,268,Saturday,9,2016,2016/2017
Man United,Leicester,M Dean,1.67,4.0,5.5,1.94,1.86,268,Saturday,9,2016,2016/2017
Middlesbrough,Tottenham,G Scott,3.75,3.5,2.0,1.71,2.12,268,Saturday,9,2016,2016/2017
Stoke,West Brom,M Atkinson,2.3,3.2,3.3,1.7,2.15,268,Saturday,9,2016,2016/2017
Sunderland,Crystal Palace,A Taylor,2.8,3.2,2.6,1.73,2.09,268,Saturday,9,2016,2016/2017
Swansea,Man City,N Swarbrick,7.5,5.0,1.4,2.35,1.58,268,Saturday,9,2016,2016/2017
West Ham,Southampton,J Moss,2.8,3.3,2.7,1.87,1.93,269,Sunday,9,2016,2016/2017
Burnley,Watford,M Jones,2.9,3.2,2.65,1.65,2.22,270,Monday,9,2016,2016/2017
Everton,Crystal Palace,J Moss,1.72,3.75,5.0,2.05,1.77,274,Friday,9,2016,2016/2017
Hull,Chelsea,A Taylor,7.0,4.5,1.45,2.11,1.72,10,Sunday,10,2016,2016/2017
Sunderland,West Brom,S Attwell,2.45,3.1,3.1,1.64,2.25,10,Sunday,10,2016,2016/2017
Swansea,Liverpool,M Oliver,7.0,4.5,1.45,2.42,1.55,10,Sunday,10,2016,2016/2017
Watford,Bournemouth,M Dean,2.3,3.25,3.25,1.81,2.0,10,Sunday,10,2016,2016/2017
West Ham,Middlesbrough,N Swarbrick,2.1,3.4,3.6,1.74,2.09,10,Sunday,10,2016,2016/2017
Burnley,Arsenal,C Pawson,8.5,5.0,1.36,2.13,1.71,41,Wednesday,10,2016,2016/2017
Leicester,Southampton,M Atkinson,2.2,3.3,3.4,1.74,2.08,41,Wednesday,10,2016,2016/2017
Man United,Stoke,R Madley,1.3,5.5,10.0,2.22,1.66,41,Wednesday,10,2016,2016/2017
Tottenham,Man City,A Marriner,3.0,3.4,2.35,2.09,1.74,41,Wednesday,10,2016,2016/2017
Arsenal,Swansea,J Moss,1.26,6.25,10.0,2.56,1.51,289,Saturday,10,2016,2016/2017
Bournemouth,Hull,L Mason,1.8,3.5,4.75,1.8,2.02,289,Saturday,10,2016,2016/2017
Chelsea,Leicester,A Marriner,1.57,4.33,6.25,2.17,1.69,289,Saturday,10,2016,2016/2017
Crystal Palace,West Ham,M Atkinson,2.0,3.5,3.75,1.99,1.83,289,Saturday,10,2016,2016/2017
Man City,Everton,M Oliver,1.48,4.75,6.25,2.48,1.54,289,Saturday,10,2016,2016/2017
Stoke,Sunderland,M Jones,1.95,3.5,4.0,1.79,2.02,289,Saturday,10,2016,2016/2017
West Brom,Tottenham,K Friend,5.25,3.8,1.67,1.78,2.04,289,Saturday,10,2016,2016/2017
Middlesbrough,Watford,R East,2.2,3.1,3.6,1.63,2.29,290,Sunday,10,2016,2016/2017
Southampton,Burnley,M Dean,1.4,4.5,9.0,1.92,1.89,290,Sunday,10,2016,2016/2017
Liverpool,Man United,A Taylor,2.15,3.5,3.6,2.04,1.77,291,Monday,10,2016,2016/2017
Arsenal,Middlesbrough,M Dean,1.25,6.0,12.0,2.25,1.63,296,Saturday,10,2016,2016/2017
Bournemouth,Tottenham,C Pawson,4.1,3.6,1.95,2.01,1.8,296,Saturday,10,2016,2016/2017
Burnley,Everton,M Jones,6.0,3.8,1.62,1.74,2.07,296,Saturday,10,2016,2016/2017
Hull,Stoke,K Friend,2.95,3.2,2.5,1.77,2.04,296,Saturday,10,2016,2016/2017
Leicester,Crystal Palace,M Oliver,2.05,3.4,3.7,1.81,1.99,296,Saturday,10,2016,2016/2017
Liverpool,West Brom,N Swarbrick,1.28,6.0,12.0,2.26,1.62,296,Saturday,10,2016,2016/2017
Swansea,Watford,P Tierney,2.3,3.25,3.25,1.86,1.93,296,Saturday,10,2016,2016/2017
West Ham,Sunderland,R Madley,1.7,3.8,5.0,2.01,1.8,296,Saturday,10,2016,2016/2017
Chelsea,Man United,M Atkinson,2.25,3.3,3.6,1.75,2.07,297,Sunday,10,2016,2016/2017
Man City,Southampton,M Clattenburg,1.5,4.5,7.0,2.2,1.66,297,Sunday,10,2016,2016/2017
Crystal Palace,Liverpool,A Marriner,5.0,4.0,1.72,2.07,1.75,303,Saturday,10,2016,2016/2017
Man United,Burnley,M Clattenburg,1.2,6.5,15.0,2.12,1.71,303,Saturday,10,2016,2016/2017
Middlesbrough,Bournemouth,S Attwell,2.45,3.1,3.1,1.64,2.25,303,Saturday,10,2016,2016/2017
Sunderland,Arsenal,M Atkinson,8.0,5.25,1.4,2.33,1.59,303,Saturday,10,2016,2016/2017
Tottenham,Leicester,R Madley,1.62,4.0,5.5,1.98,1.81,303,Saturday,10,2016,2016/2017
Watford,Hull,J Moss,1.72,3.75,5.0,1.76,2.06,303,Saturday,10,2016,2016/2017
West Brom,Man City,L Mason,7.0,4.5,1.45,2.01,1.79,303,Saturday,10,2016,2016/2017
Everton,West Ham,A Taylor,1.8,3.9,4.5,2.14,1.7,304,Sunday,10,2016,2016/2017
Southampton,Chelsea,M Jones,3.1,3.4,2.4,1.82,1.99,304,Sunday,10,2016,2016/2017
Stoke,Swansea,M Oliver,2.05,3.6,3.75,1.93,1.86,305,Monday,10,2016,2016/2017
Bournemouth,Sunderland,M Dean,1.62,3.9,5.75,2.04,1.77,132,Wednesday,11,2016,2016/2017
Burnley,Crystal Palace,A Taylor,3.2,3.25,2.35,1.68,2.17,132,Wednesday,11,2016,2016/2017
Chelsea,Everton,R Madley,1.53,4.2,6.25,2.18,1.68,132,Wednesday,11,2016,2016/2017
Man City,Middlesbrough,K Friend,1.2,6.75,14.5,2.56,1.49,132,Wednesday,11,2016,2016/2017
West Ham,Stoke,A Marriner,2.0,3.5,3.8,2.1,1.73,132,Wednesday,11,2016,2016/2017
Arsenal,Tottenham,M Clattenburg,1.95,3.6,3.9,2.06,1.76,163,Saturday,11,2016,2016/2017
Hull,Southampton,G Scott,5.5,3.8,1.65,1.73,2.1,163,Saturday,11,2016,2016/2017
Leicester,West Brom,C Pawson,1.78,3.6,4.75,1.7,2.14,163,Saturday,11,2016,2016/2017
Liverpool,Watford,M Oliver,1.26,6.0,11.0,2.44,1.54,163,Saturday,11,2016,2016/2017
Swansea,Man United,N Swarbrick,4.75,3.9,1.72,2.02,1.79,163,Saturday,11,2016,2016/2017
Crystal Palace,Man City,R Madley,6.25,4.4,1.5,2.36,1.58,324,Saturday,11,2016,2016/2017
Everton,Swansea,M Atkinson,1.55,4.1,6.25,2.17,1.69,324,Saturday,11,2016,2016/2017
Man United,Arsenal,A Marriner,2.5,3.4,2.8,1.81,2.0,324,Saturday,11,2016,2016/2017
Southampton,Liverpool,M Clattenburg,3.3,3.5,2.15,1.97,1.84,324,Saturday,11,2016,2016/2017
Stoke,Bournemouth,R East,2.2,3.25,3.5,1.92,1.88,324,Saturday,11,2016,2016/2017
Sunderland,Hull,L Mason,2.15,3.25,3.6,1.69,2.17,324,Saturday,11,2016,2016/2017
Tottenham,West Ham,M Dean,1.5,4.25,6.75,2.13,1.71,324,Saturday,11,2016,2016/2017
Watford,Leicester,N Swarbrick,2.7,3.3,2.65,1.75,2.07,324,Saturday,11,2016,2016/2017
Middlesbrough,Chelsea,J Moss,6.25,4.1,1.55,1.88,1.93,325,Sunday,11,2016,2016/2017
West Brom,Burnley,M Jones,1.95,3.3,4.33,1.58,2.34,326,Monday,11,2016,2016/2017
Burnley,Man City,A Marriner,9.5,6.0,1.28,2.58,1.48,331,Saturday,11,2016,2016/2017
Chelsea,Tottenham,M Oliver,1.75,3.8,5.0,2.01,1.8,331,Saturday,11,2016,2016/2017
Hull,West Brom,P Tierney,2.9,3.2,2.55,1.6,2.32,331,Saturday,11,2016,2016/2017
Leicester,Middlesbrough,L Mason,1.85,3.4,4.6,1.75,2.07,331,Saturday,11,2016,2016/2017
Liverpool,Sunderland,A Taylor,1.17,7.5,15.5,3.18,1.34,331,Saturday,11,2016,2016/2017
Swansea,Crystal Palace,K Friend,2.55,3.2,2.9,1.91,1.89,331,Saturday,11,2016,2016/2017
Arsenal,Bournemouth,M Jones,1.42,4.75,7.5,2.39,1.57,332,Sunday,11,2016,2016/2017
Man United,West Ham,J Moss,1.48,4.5,6.75,2.12,1.71,332,Sunday,11,2016,2016/2017
Southampton,Everton,C Pawson,2.1,3.3,3.7,1.73,2.1,332,Sunday,11,2016,2016/2017
Watford,Stoke,R Madley,2.3,3.3,3.2,1.81,2.0,332,Sunday,11,2016,2016/2017
Crystal Palace,Southampton,N Swarbrick,3.2,3.4,2.25,1.79,2.03,72,Saturday,12,2016,2016/2017
Man City,Chelsea,A Taylor,2.15,3.5,3.6,2.07,1.76,72,Saturday,12,2016,2016/2017
Stoke,Burnley,M Clattenburg,1.6,3.75,6.25,1.93,1.88,72,Saturday,12,2016,2016/2017
Sunderland,Leicester,A Marriner,3.3,3.25,2.3,1.88,1.93,72,Saturday,12,2016,2016/2017
Tottenham,Swansea,J Moss,1.34,5.0,9.75,2.46,1.53,72,Saturday,12,2016,2016/2017
West Brom,Watford,G Scott,2.15,3.25,3.6,1.65,2.23,72,Saturday,12,2016,2016/2017
West Ham,Arsenal,C Pawson,4.75,4.0,1.75,2.24,1.64,72,Saturday,12,2016,2016/2017
Bournemouth,Liverpool,R Madley,5.0,3.8,1.7,2.27,1.63,103,Tuesday,12,2016,2016/2017
Everton,Man United,M Oliver,3.7,3.5,2.1,1.81,2.01,103,Tuesday,12,2016,2016/2017
Middlesbrough,Hull,M Dean,1.75,3.6,5.0,1.61,2.3,133,Thursday,12,2016,2016/2017
Arsenal,Stoke,L Mason,1.35,5.0,9.0,2.53,1.51,286,Wednesday,12,2016,2016/2017
Burnley,Bournemouth,M Atkinson,3.4,3.4,2.15,1.82,1.99,286,Wednesday,12,2016,2016/2017
Hull,Crystal Palace,M Jones,3.3,3.25,2.3,1.75,2.07,286,Wednesday,12,2016,2016/2017
Leicester,Man City,M Oliver,4.75,4.0,1.7,2.21,1.66,286,Wednesday,12,2016,2016/2017
Swansea,Sunderland,C Pawson,2.15,3.3,3.6,1.97,1.84,286,Wednesday,12,2016,2016/2017
Watford,Everton,A Taylor,3.0,3.3,2.4,1.79,2.03,286,Wednesday,12,2016,2016/2017
Chelsea,West Brom,M Dean,1.26,6.25,10.5,2.22,1.65,317,Saturday,12,2016,2016/2017
Liverpool,West Ham,M Clattenburg,1.3,5.75,9.0,2.8,1.42,317,Saturday,12,2016,2016/2017
Man United,Tottenham,R Madley,2.15,3.4,3.4,1.75,2.07,317,Saturday,12,2016,2016/2017
Southampton,Middlesbrough,S Attwell,1.65,3.7,5.75,1.61,2.3,317,Saturday,12,2016,2016/2017
Bournemouth,Leicester,P Tierney,2.35,3.4,3.0,2.02,1.79,348,Tuesday,12,2016,2016/2017
Everton,Arsenal,M Clattenburg,4.25,3.7,1.9,2.11,1.73,348,Tuesday,12,2016,2016/2017
Crystal Palace,Man United,C Pawson,5.5,3.8,1.65,1.98,1.83,349,Wednesday,12,2016,2016/2017
Man City,Watford,K Friend,1.22,6.5,12.5,2.87,1.41,349,Wednesday,12,2016,2016/2017
Middlesbrough,Liverpool,J Moss,6.0,4.1,1.57,2.01,1.8,349,Wednesday,12,2016,2016/2017
Stoke,Southampton,A Taylor,2.95,3.3,2.45,1.64,2.25,349,Wednesday,12,2016,2016/2017
Sunderland,Chelsea,N Swarbrick,9.5,5.0,1.34,2.34,1.59,349,Wednesday,12,2016,2016/2017
Tottenham,Hull,A Marriner,1.22,6.5,13.5,2.45,1.54,349,Wednesday,12,2016,2016/2017
West Brom,Swansea,M Oliver,1.95,3.5,4.0,1.82,1.99,349,Wednesday,12,2016,2016/2017
West Ham,Burnley,R Madley,1.6,4.1,5.5,2.0,1.81,349,Wednesday,12,2016,2016/2017
Crystal Palace,Chelsea,J Moss,6.0,4.1,1.57,2.19,1.68,352,Saturday,12,2016,2016/2017
Middlesbrough,Swansea,N Swarbrick,2.05,3.4,3.75,1.72,2.12,352,Saturday,12,2016,2016/2017
Stoke,Leicester,C Pawson,2.45,3.4,2.9,1.82,1.99,352,Saturday,12,2016,2016/2017
Sunderland,Watford,R Madley,2.55,3.2,2.9,1.74,2.08,352,Saturday,12,2016,2016/2017
West Brom,Man United,A Taylor,5.25,3.6,1.72,1.72,2.11,352,Saturday,12,2016,2016/2017
West Ham,Hull,L Mason,1.65,4.1,5.0,1.99,1.82,352,Saturday,12,2016,2016/2017
Bournemouth,Southampton,M Clattenburg,2.85,3.25,2.55,1.65,2.23,353,Sunday,12,2016,2016/2017
Man City,Arsenal,M Atkinson,2.15,3.6,3.5,2.25,1.64,353,Sunday,12,2016,2016/2017
Tottenham,Burnley,K Friend,1.2,7.0,13.0,2.54,1.51,353,Sunday,12,2016,2016/2017
Everton,Liverpool,M Dean,4.1,3.6,1.9,2.1,1.73,354,Monday,12,2016,2016/2017
Arsenal,West Brom,N Swarbrick,1.3,5.0,10.0,2.32,1.6,361,Monday,12,2016,2016/2017
Burnley,Middlesbrough,C Pawson,2.85,3.1,2.55,1.53,2.48,361,Monday,12,2016,2016/2017
Chelsea,Bournemouth,M Jones,1.36,4.6,8.25,2.22,1.66,361,Monday,12,2016,2016/2017
Hull,Man City,R Madley,8.5,5.0,1.33,2.54,1.51,361,Monday,12,2016,2016/2017
Leicester,Everton,S Attwell,2.4,3.3,2.85,1.88,1.93,361,Monday,12,2016,2016/2017
Man United,Sunderland,M Atkinson,1.22,6.25,11.5,2.32,1.6,361,Monday,12,2016,2016/2017
Swansea,West Ham,A Marriner,2.6,3.2,2.7,2.05,1.77,361,Monday,12,2016,2016/2017
Watford,Crystal Palace,M Clattenburg,2.4,3.2,2.9,1.79,2.03,361,Monday,12,2016,2016/2017
Liverpool,Stoke,M Oliver,1.3,5.25,9.0,2.54,1.5,362,Tuesday,12,2016,2016/2017
Southampton,Tottenham,M Dean,2.75,3.2,2.55,1.7,2.13,363,Wednesday,12,2016,2016/2017
Hull,Everton,J Moss,4.25,3.5,1.95,1.8,2.02,365,Friday,12,2016,2016/2017
Burnley,Sunderland,G Scott,2.35,3.2,3.2,1.64,2.25,366,Saturday,12,2016,2016/2017
Chelsea,Stoke,R Madley,1.26,5.75,11.5,2.27,1.63,366,Saturday,12,2016,2016/2017
Leicester,West Ham,A Taylor,2.05,3.5,3.6,1.98,1.83,366,Saturday,12,2016,2016/2017
Liverpool,Man City,C Pawson,2.3,3.5,3.0,2.28,1.63,366,Saturday,12,2016,2016/2017
Man United,Middlesbrough,L Mason,1.25,5.5,14.5,1.91,1.89,366,Saturday,12,2016,2016/2017
Southampton,West Brom,M Jones,1.75,3.5,5.25,1.6,2.33,366,Saturday,12,2016,2016/2017
Swansea,Bournemouth,K Friend,2.75,3.4,2.55,2.06,1.76,366,Saturday,12,2016,2016/2017
Arsenal,Crystal Palace,A Marriner,1.3,5.5,9.75,2.48,1.53,1,Sunday,1,2017,2016/2017
Watford,Tottenham,M Oliver,5.25,3.8,1.67,1.85,1.95,1,Sunday,1,2017,2016/2017
Everton,Southampton,K Friend,2.15,3.3,3.5,1.69,2.16,32,Wednesday,1,2017,2016/2017
Man City,Burnley,L Mason,1.17,8.0,15.0,2.83,1.42,32,Wednesday,1,2017,2016/2017
Middlesbrough,Leicester,R Madley,2.65,3.1,2.85,1.55,2.46,32,Wednesday,1,2017,2016/2017
Sunderland,Liverpool,A Taylor,9.5,5.25,1.33,2.29,1.62,32,Wednesday,1,2017,2016/2017
West Brom,Hull,M Clattenburg,1.75,3.5,5.25,1.66,2.21,32,Wednesday,1,2017,2016/2017
West Ham,Man United,M Dean,5.5,4.0,1.62,2.01,1.81,32,Wednesday,1,2017,2016/2017
Bournemouth,Arsenal,M Oliver,4.4,3.7,1.8,2.07,1.75,60,Wednesday,1,2017,2016/2017
Crystal Palace,Swansea,P Tierney,1.78,3.6,4.75,1.84,1.96,60,Wednesday,1,2017,2016/2017
Stoke,Watford,N Swarbrick,1.9,3.5,4.2,1.73,2.1,60,Wednesday,1,2017,2016/2017
Tottenham,Chelsea,M Atkinson,2.85,3.3,2.55,1.89,1.92,91,Saturday,1,2017,2016/2017
Burnley,Southampton,P Tierney,3.5,3.25,2.2,1.6,2.33,14,Saturday,1,2017,2016/2017
Hull,Bournemouth,M Atkinson,3.2,3.4,2.25,1.95,1.85,14,Saturday,1,2017,2016/2017
Leicester,Chelsea,A Marriner,5.75,3.8,1.62,1.93,1.88,14,Saturday,1,2017,2016/2017
Sunderland,Stoke,M Dean,2.95,3.3,2.45,1.85,1.96,14,Saturday,1,2017,2016/2017
Swansea,Arsenal,M Jones,6.25,4.6,1.48,2.41,1.56,14,Saturday,1,2017,2016/2017
Tottenham,West Brom,A Taylor,1.33,5.25,9.5,1.99,1.81,14,Saturday,1,2017,2016/2017
Watford,Middlesbrough,J Moss,2.5,3.1,3.1,1.51,2.55,14,Saturday,1,2017,2016/2017
West Ham,Crystal Palace,N Swarbrick,2.35,3.3,3.1,1.84,1.97,14,Saturday,1,2017,2016/2017
Everton,Man City,M Clattenburg,4.4,3.8,1.78,2.08,1.74,15,Sunday,1,2017,2016/2017
Man United,Liverpool,M Oliver,2.15,3.3,3.6,1.86,1.95,15,Sunday,1,2017,2016/2017
Bournemouth,Watford,L Mason,1.8,3.7,4.4,1.85,1.95,21,Saturday,1,2017,2016/2017
Crystal Palace,Everton,A Taylor,3.0,3.4,2.35,1.82,1.99,21,Saturday,1,2017,2016/2017
Liverpool,Swansea,K Friend,1.2,7.0,13.0,2.85,1.41,21,Saturday,1,2017,2016/2017
Man City,Tottenham,A Marriner,2.1,3.5,3.5,2.01,1.8,21,Saturday,1,2017,2016/2017
Middlesbrough,West Ham,M Atkinson,2.45,3.1,3.1,1.6,2.32,21,Saturday,1,2017,2016/2017
Stoke,Man United,M Clattenburg,5.75,4.1,1.57,1.9,1.91,21,Saturday,1,2017,2016/2017
West Brom,Sunderland,C Pawson,1.67,3.8,5.25,1.81,2.0,21,Saturday,1,2017,2016/2017
Arsenal,Burnley,J Moss,1.18,7.5,14.5,2.63,1.47,22,Sunday,1,2017,2016/2017
Chelsea,Hull,N Swarbrick,1.16,7.75,16.5,2.52,1.52,22,Sunday,1,2017,2016/2017
Southampton,Leicester,M Oliver,1.83,3.5,4.6,1.63,2.27,22,Sunday,1,2017,2016/2017
Arsenal,Watford,A Marriner,1.22,6.5,13.0,2.54,1.51,31,Tuesday,1,2017,2016/2017
Bournemouth,Crystal Palace,J Moss,2.05,3.4,3.75,1.93,1.88,31,Tuesday,1,2017,2016/2017
Burnley,Leicester,M Dean,2.8,3.2,2.65,1.67,2.21,31,Tuesday,1,2017,2016/2017
Liverpool,Chelsea,M Clattenburg,2.6,3.3,2.9,1.8,2.02,31,Tuesday,1,2017,2016/2017
Middlesbrough,West Brom,S Attwell,2.65,3.0,2.95,1.47,2.67,31,Tuesday,1,2017,2016/2017
Sunderland,Tottenham,L Mason,9.5,5.25,1.33,2.36,1.58,31,Tuesday,1,2017,2016/2017
Swansea,Southampton,R East,3.25,3.3,2.3,1.78,2.05,31,Tuesday,1,2017,2016/2017
Man United,Hull,M Jones,1.18,7.5,15.0,1.61,2.29,2,Monday,2,2017,2016/2017
Stoke,Everton,C Pawson,2.75,3.3,2.6,1.81,2.0,2,Monday,2,2017,2016/2017
West Ham,Man City,K Friend,5.5,4.33,1.57,2.39,1.57,2,Monday,2,2017,2016/2017
Chelsea,Arsenal,M Atkinson,1.95,3.5,4.0,1.93,1.87,92,Sunday,2,2017,2016/2017
Crystal Palace,Sunderland,A Marriner,1.67,3.8,5.25,1.83,1.97,92,Sunday,2,2017,2016/2017
Everton,Bournemouth,M Jones,1.7,3.8,5.0,2.01,1.8,92,Sunday,2,2017,2016/2017
Hull,Liverpool,L Mason,7.25,4.5,1.45,2.12,1.72,92,Sunday,2,2017,2016/2017
Southampton,West Ham,G Scott,1.8,3.6,4.6,1.82,1.99,92,Sunday,2,2017,2016/2017
Tottenham,Middlesbrough,M Clattenburg,1.26,5.5,13.0,2.06,1.76,92,Sunday,2,2017,2016/2017
Watford,Burnley,M Oliver,2.1,3.25,3.8,1.59,2.36,92,Sunday,2,2017,2016/2017
West Brom,Stoke,K Friend,2.25,3.25,3.4,1.65,2.24,92,Sunday,2,2017,2016/2017
Leicester,Man United,A Taylor,5.25,3.8,1.67,1.77,2.05,122,Tuesday,2,2017,2016/2017
Man City,Swansea,M Dean,1.2,7.25,13.0,2.94,1.39,122,Tuesday,2,2017,2016/2017
Arsenal,Hull,M Clattenburg,1.26,5.75,11.5,2.56,1.51,306,Thursday,2,2017,2016/2017
Liverpool,Tottenham,A Taylor,2.25,3.4,3.25,1.91,1.91,306,Thursday,2,2017,2016/2017
Man United,Watford,R Madley,1.25,6.25,11.5,2.22,1.66,306,Thursday,2,2017,2016/2017
Middlesbrough,Everton,M Dean,3.7,3.3,2.1,1.62,2.31,306,Thursday,2,2017,2016/2017
Stoke,Crystal Palace,M Atkinson,2.05,3.3,3.9,1.77,2.07,306,Thursday,2,2017,2016/2017
Sunderland,Southampton,P Tierney,3.7,3.4,2.05,1.76,2.06,306,Thursday,2,2017,2016/2017
West Ham,West Brom,M Oliver,2.15,3.3,3.5,1.78,2.05,306,Thursday,2,2017,2016/2017
Burnley,Chelsea,K Friend,7.75,4.6,1.42,1.9,1.91,336,Saturday,2,2017,2016/2017
Swansea,Leicester,J Moss,2.4,3.25,3.1,1.81,2.01,336,Saturday,2,2017,2016/2017
Bournemouth,Man City,N Swarbrick,6.75,4.75,1.45,2.52,1.52,44,Monday,2,2017,2016/2017
Chelsea,Swansea,N Swarbrick,1.22,6.25,14.0,2.31,1.61,56,Saturday,2,2017,2016/2017
Crystal Palace,Middlesbrough,R Madley,2.1,3.2,3.9,1.46,2.68,56,Saturday,2,2017,2016/2017
Everton,Sunderland,S Attwell,1.4,4.6,8.5,2.27,1.63,56,Saturday,2,2017,2016/2017
Hull,Burnley,M Atkinson,2.15,3.25,3.6,1.62,2.3,56,Saturday,2,2017,2016/2017
Watford,West Ham,C Pawson,2.55,3.25,2.85,1.82,2.0,56,Saturday,2,2017,2016/2017
West Brom,Bournemouth,M Clattenburg,2.05,3.4,3.75,1.81,2.01,56,Saturday,2,2017,2016/2017
Tottenham,Stoke,J Moss,1.4,4.75,8.25,2.23,1.65,57,Sunday,2,2017,2016/2017
Leicester,Liverpool,M Oliver,5.75,4.0,1.6,2.06,1.76,58,Monday,2,2017,2016/2017
Leicester,Hull,M Dean,1.85,3.5,4.5,1.77,2.05,93,Monday,3,2017,2016/2017
Liverpool,Arsenal,R Madley,2.05,3.5,3.6,2.14,1.71,93,Monday,3,2017,2016/2017
Man United,Bournemouth,K Friend,1.25,6.0,12.0,2.4,1.57,93,Monday,3,2017,2016/2017
Stoke,Middlesbrough,C Pawson,1.95,3.3,4.33,1.58,2.38,93,Monday,3,2017,2016/2017
Swansea,Burnley,A Taylor,2.0,3.4,3.9,1.69,2.16,93,Monday,3,2017,2016/2017
Watford,Southampton,J Moss,3.5,3.2,2.2,1.65,2.25,93,Monday,3,2017,2016/2017
